age,gender,customer_type,travel_type,flight_class,flight_distance,departure_delay,arrival_delay,seat_comfort,inflight_wifi,food_and_drink,cleanliness,baggage_handling,checkin_service,onboard_service,satisfaction
55,Male,Returning,Business,Economy,3211,12,26,2,5,5,4,2,4,1,1
55,Female,First-time,Personal,Economy,1525,6,53,5,5,3,1,4,4,3,1
62,Male,First-time,Business,Economy,467,169,89,2,5,1,1,3,5,3,0
68,Female,Returning,Personal,Economy,3985,165,11,2,3,4,3,5,1,2,0
25,Male,First-time,Business,Economy,385,179,135,2,5,3,2,3,1,2,0
44,Male,Returning,Personal,Business,1977,171,73,3,1,1,5,4,3,5,1
44,Male,Returning,Personal,Economy,2282,140,143,5,1,2,3,4,2,2,0
51,Male,Returning,Business,Economy,1786,27,179,3,4,4,5,5,3,3,1
38,Male,Returning,Personal,Economy,741,95,25,4,4,4,2,5,3,5,1
47,Female,Returning,Business,Economy,570,106,135,4,4,3,2,2,3,3,0
50,Female,Returning,Business,Economy,643,97,44,1,4,5,2,1,2,1,0
45,Male,First-time,Business,Economy,1506,111,83,1,1,1,4,3,3,1,0
64,Male,Returning,Business,Economy,3381,0,146,1,4,3,5,2,1,2,0
50,Male,First-time,Personal,Economy,1557,42,144,4,1,5,5,1,2,5,1
22,Male,Returning,Business,Business,2591,41,102,2,5,5,3,2,4,4,1
65,Female,Returning,Business,Economy,1832,94,123,2,5,5,1,5,5,1,0
36,Male,Returning,Business,Economy,3722,177,192,5,3,4,2,5,5,1,0
21,Female,First-time,Business,Business,4662,128,122,4,4,1,2,4,1,1,0
52,Male,Returning,Personal,Economy,1953,50,115,1,5,1,3,3,5,1,0
66,Female,Returning,Business,Economy,538,143,156,4,5,3,5,3,5,2,1
34,Male,First-time,Personal,Economy,1214,166,13,2,2,2,4,3,5,5,1
61,Male,First-time,Personal,Economy,1738,14,16,2,2,3,5,2,4,1,1
45,Female,First-time,Personal,Economy,3316,124,12,3,1,1,4,2,5,2,1
47,Male,Returning,Business,Economy,1760,160,92,3,3,4,4,3,3,5,1
46,Male,First-time,Business,Economy,3379,86,62,5,2,3,5,4,1,5,1
63,Male,Returning,Business,Economy,2558,52,32,4,3,2,2,1,1,4,1
23,Female,Returning,Business,Business,666,144,28,3,5,3,4,2,1,3,0
52,Male,Returning,Personal,Economy,3291,88,36,3,1,5,3,3,4,1,1
58,Male,First-time,Personal,Economy,4041,105,102,4,3,2,3,5,4,2,1
54,Female,Returning,Business,Economy,385,5,173,2,2,5,4,2,5,5,1
41,Female,Returning,Business,Economy,2793,30,23,5,5,4,2,1,3,4,1
46,Female,Returning,Business,Business,431,39,141,5,4,1,4,2,5,3,1
66,Male,Returning,Business,Economy,1203,157,132,5,5,3,3,1,1,5,0
63,Male,Returning,Business,Economy,3756,68,124,3,2,3,3,1,3,5,1
48,Male,Returning,Business,Economy,1521,134,52,2,2,5,5,2,1,1,0
52,Female,Returning,Business,Economy,2063,12,87,5,4,5,2,1,3,3,1
50,Male,Returning,Personal,Economy,3104,3,97,4,5,1,5,2,2,3,1
69,Male,First-time,Personal,Economy,1526,177,113,5,3,3,1,2,4,2,0
38,Female,First-time,Personal,Economy,1584,2,94,1,3,1,4,4,4,4,1
49,Female,First-time,Personal,Economy,989,139,157,2,5,5,5,5,1,2,0
40,Female,Returning,Business,Economy,4735,64,187,1,3,5,2,1,1,4,0
50,Female,Returning,Business,Economy,4807,26,119,2,5,2,4,2,2,2,0
20,Female,Returning,Business,Business,2296,106,72,4,5,5,4,1,5,4,1
35,Male,Returning,Business,Business,4681,49,155,3,2,5,4,2,3,1,0
42,Female,Returning,Business,Business,1409,16,105,3,1,1,4,2,2,4,1
59,Male,Returning,Personal,Business,729,31,25,2,2,2,4,2,2,2,1
48,Male,Returning,Business,Economy,4426,178,17,5,3,2,2,5,1,3,0
20,Female,Returning,Personal,Economy,4081,16,163,1,1,3,1,1,1,5,0
57,Female,First-time,Business,Economy,902,33,135,4,5,4,3,5,5,4,1
63,Female,First-time,Personal,Business,739,34,145,5,3,3,1,5,5,4,1
41,Male,First-time,Business,Economy,1284,151,57,3,4,3,3,5,1,3,0
67,Female,Returning,Personal,Business,2218,145,159,5,3,3,5,5,4,1,1
49,Female,Returning,Business,Economy,4807,49,92,1,1,2,4,4,5,2,1
64,Female,Returning,Business,Business,827,173,48,3,1,1,5,1,2,1,0
39,Female,First-time,Business,Economy,4705,175,175,2,5,5,5,1,1,4,0
40,Female,Returning,Business,Economy,3296,102,70,4,4,2,3,2,3,4,1
19,Male,Returning,Personal,Business,3767,32,64,4,5,5,2,1,3,1,1
44,Male,First-time,Business,Economy,1661,88,32,3,4,5,4,5,4,2,1
59,Male,Returning,Personal,Business,1003,154,49,2,4,4,5,3,1,4,0
19,Female,First-time,Business,Economy,962,128,3,1,5,3,1,1,2,4,0
43,Female,Returning,Personal,Economy,664,84,118,4,3,4,4,3,4,1,1
34,Female,Returning,Business,Economy,1222,58,83,3,2,3,2,4,2,5,1
57,Male,First-time,Business,Economy,4156,9,116,4,4,2,4,2,3,3,1
50,Female,First-time,Personal,Economy,475,152,163,2,1,5,5,2,2,4,0
26,Female,Returning,Business,Economy,1235,56,101,1,5,4,1,2,3,2,0
60,Female,Returning,Business,Economy,681,65,155,2,3,2,5,4,5,5,1
65,Male,Returning,Personal,Economy,605,118,130,5,4,2,2,5,3,1,0
56,Female,Returning,Business,Economy,4997,111,5,2,3,3,3,3,3,1,0
46,Male,Returning,Personal,Economy,2690,14,172,2,5,5,1,1,4,2,0
59,Female,Returning,Business,Economy,2503,155,22,4,1,3,2,5,4,5,1
43,Male,Returning,Personal,Economy,1765,12,134,2,4,3,2,2,1,2,0
52,Male,Returning,Personal,Economy,3571,113,119,3,4,2,5,2,1,4,0
67,Male,Returning,Personal,Economy,702,117,60,4,3,3,5,5,3,5,1
42,Female,Returning,Personal,Economy,2970,141,99,4,5,1,5,3,5,3,1
41,Female,Returning,Business,Economy,2101,113,64,5,2,5,3,5,1,3,1
30,Male,Returning,Business,Business,2950,33,133,3,4,3,4,4,3,2,1
24,Male,First-time,Personal,Business,476,100,23,2,1,3,4,2,4,3,1
53,Female,Returning,Business,Economy,4844,24,36,5,4,4,5,3,1,2,1
62,Female,Returning,Business,Economy,1042,111,44,3,4,5,5,1,1,4,1
37,Male,First-time,Business,Business,2648,53,178,5,2,5,3,2,3,4,1
18,Female,Returning,Personal,Economy,4702,11,99,1,2,3,4,5,3,2,0
25,Female,Returning,Business,Economy,1050,125,101,2,5,1,3,3,2,4,0
63,Female,First-time,Business,Economy,1168,136,172,5,4,4,2,2,2,3,0
33,Female,Returning,Personal,Economy,4362,30,62,1,4,1,4,1,5,4,1
31,Male,First-time,Business,Business,4267,77,28,2,3,3,5,1,1,3,1
29,Female,First-time,Personal,Economy,513,52,100,5,3,5,1,5,2,3,0
68,Female,Returning,Personal,Economy,1917,111,108,5,1,5,2,4,3,1,0
40,Male,Returning,Personal,Economy,2830,42,95,5,1,1,1,5,1,4,1
32,Male,First-time,Business,Business,3633,165,152,5,3,2,3,3,2,4,0
45,Female,Returning,Business,Business,1897,41,9,4,1,3,3,5,5,2,1
51,Female,Returning,Personal,Economy,811,123,34,5,4,5,3,3,5,2,1
19,Female,First-time,Personal,Economy,552,175,54,4,2,2,5,4,5,5,1
49,Female,First-time,Personal,Economy,4433,66,152,4,4,5,3,5,5,3,1
40,Male,Returning,Personal,Business,928,65,172,1,3,5,1,1,3,1,0
39,Male,First-time,Personal,Business,3776,143,95,2,5,2,2,3,5,3,0
68,Male,Returning,Personal,Economy,1286,82,122,4,5,1,5,3,4,4,1
42,Female,Returning,Business,Economy,2025,93,11,3,3,3,2,1,5,5,1
39,Female,Returning,Personal,Economy,2393,104,3,4,4,2,3,5,2,3,1
39,Female,First-time,Personal,Economy,2001,143,105,3,1,2,4,4,1,5,0
66,Female,Returning,Personal,Economy,604,30,89,1,1,5,5,2,2,3,1
69,Male,Returning,Business,Economy,4378,117,66,3,5,2,3,5,1,4,0
59,Male,Returning,Business,Economy,2580,27,144,1,3,3,5,5,3,4,1
23,Female,First-time,Business,Economy,4640,3,64,1,3,1,4,3,1,3,1
32,Male,First-time,Business,Economy,3107,137,81,1,2,1,1,3,4,1,0
60,Female,Returning,Personal,Economy,3186,178,104,3,5,1,1,4,5,4,0
54,Female,Returning,Business,Economy,3754,17,180,3,3,3,1,4,2,2,0
50,Male,First-time,Personal,Economy,1324,46,83,1,2,5,4,4,1,1,0
25,Female,Returning,Personal,Economy,4612,159,184,1,1,3,2,1,2,3,0
61,Female,First-time,Personal,Economy,3275,157,104,2,5,2,4,2,5,1,0
61,Male,Returning,Personal,Economy,806,163,114,1,5,4,4,2,3,2,0
22,Female,Returning,Personal,Business,3251,8,27,5,3,4,3,4,5,4,1
56,Female,Returning,Personal,Economy,1353,163,15,2,3,4,1,3,3,4,0
21,Male,Returning,Business,Business,2974,28,20,2,4,1,5,2,2,4,1
23,Female,Returning,Business,Economy,2867,143,76,2,1,3,2,5,3,2,0
62,Male,Returning,Business,Economy,2204,91,41,5,1,3,5,1,3,1,1
49,Female,Returning,Business,Economy,4670,148,53,2,2,1,3,3,3,3,0
69,Male,Returning,Business,Economy,4887,63,31,2,2,2,3,1,3,3,1
47,Male,Returning,Personal,Economy,3194,110,113,3,4,4,2,5,3,1,0
64,Male,First-time,Business,Economy,1400,123,37,3,1,4,5,2,1,4,1
52,Female,First-time,Business,Business,3961,109,197,1,2,1,2,1,3,3,0
57,Male,Returning,Business,Economy,1936,117,113,1,1,4,2,1,3,4,0
69,Male,Returning,Personal,Business,1755,155,165,4,1,5,1,1,5,5,0
33,Male,Returning,Personal,Business,3913,99,181,5,2,3,5,5,5,5,1
30,Male,First-time,Personal,Economy,338,30,187,3,3,4,1,3,5,3,0
67,Male,Returning,Business,Economy,3384,160,109,1,3,4,1,3,3,1,0
59,Female,Returning,Business,Economy,4539,168,102,5,2,5,1,5,5,1,0
47,Female,Returning,Business,Business,3031,80,76,2,4,2,4,1,1,1,0
36,Female,Returning,Business,Economy,2715,45,174,5,5,2,3,1,2,4,1
34,Female,Returning,Business,Business,1058,48,139,3,1,5,3,4,5,5,1
36,Female,Returning,Personal,Economy,4642,41,52,4,5,2,4,2,5,4,1
45,Female,Returning,Business,Business,3416,150,160,3,2,1,2,2,1,2,0
43,Female,First-time,Personal,Economy,1064,111,155,1,1,5,5,3,4,2,0
54,Male,Returning,Business,Economy,2722,26,120,1,5,3,5,5,4,3,1
43,Female,Returning,Personal,Business,1614,159,2,5,3,3,5,1,1,2,1
40,Male,Returning,Personal,Business,4602,87,153,3,4,3,1,2,5,1,0
26,Male,First-time,Personal,Economy,4295,120,53,1,5,4,5,5,2,3,0
29,Female,Returning,Personal,Economy,4329,2,39,2,4,5,5,5,5,5,1
18,Male,Returning,Business,Economy,3993,59,193,2,3,5,5,1,1,5,0
18,Male,First-time,Business,Business,3485,78,67,4,5,2,3,5,1,2,0
64,Male,Returning,Business,Business,3166,144,113,5,2,5,4,2,3,2,1
51,Male,Returning,Personal,Business,1617,31,174,1,1,5,2,4,1,5,0
49,Female,Returning,Business,Economy,1000,6,129,4,3,2,4,2,3,2,1
65,Female,Returning,Business,Economy,4683,70,41,2,4,5,5,4,1,2,0
42,Female,First-time,Business,Economy,2501,127,161,4,4,5,2,5,3,4,0
57,Female,Returning,Business,Business,1893,57,93,4,3,1,2,2,3,5,1
62,Female,First-time,Personal,Economy,4287,167,148,1,2,2,4,1,5,5,0
18,Female,Returning,Personal,Business,4445,111,100,1,2,1,4,5,3,2,0
33,Female,Returning,Business,Economy,1530,47,171,1,4,4,4,1,4,1,0
56,Female,Returning,Business,Economy,2912,178,123,5,3,2,4,4,1,4,0
22,Female,First-time,Business,Economy,3437,110,1,4,3,5,1,3,2,1,0
39,Female,Returning,Personal,Economy,2208,70,90,4,1,5,3,3,1,2,0
46,Male,Returning,Personal,Economy,2090,164,58,5,4,1,3,4,5,5,1
20,Female,Returning,Personal,Economy,3228,74,97,2,2,1,5,3,5,1,1
29,Male,Returning,Business,Economy,1388,73,15,3,5,4,1,5,3,3,1
43,Male,Returning,Personal,Business,2681,120,147,2,2,4,2,5,5,1,0
33,Male,Returning,Personal,Economy,4427,54,153,5,2,5,4,2,5,5,1
68,Male,Returning,Personal,Economy,3245,40,15,4,5,3,5,5,1,2,1
54,Female,First-time,Personal,Economy,3869,96,197,4,4,4,2,3,4,1,0
39,Male,First-time,Personal,Economy,1465,147,107,1,1,5,3,1,4,2,0
46,Female,Returning,Business,Business,900,32,22,1,2,4,2,2,3,4,1
31,Female,Returning,Business,Economy,2325,167,41,4,2,2,4,1,5,3,1
45,Male,Returning,Business,Business,1884,33,36,4,4,1,4,3,5,5,1
22,Female,Returning,Business,Economy,1287,61,71,1,4,5,3,1,4,5,1
64,Male,First-time,Personal,Economy,2265,18,133,1,3,4,4,3,3,2,0
66,Male,Returning,Business,Economy,1739,170,164,2,4,1,1,5,5,3,0
47,Female,First-time,Business,Economy,4915,9,115,4,4,3,5,2,3,5,1
63,Female,First-time,Business,Economy,1168,119,149,4,2,4,3,4,1,1,0
69,Male,Returning,Personal,Economy,2363,122,5,5,1,5,3,3,5,5,1
22,Female,First-time,Business,Economy,1429,103,31,2,2,2,2,5,5,1,0
29,Female,Returning,Personal,Economy,4678,140,144,3,4,1,3,1,5,5,1
33,Female,First-time,Personal,Economy,4756,4,37,3,3,1,5,5,4,1,1
43,Male,Returning,Personal,Economy,4029,57,144,3,1,2,1,1,4,4,0
43,Male,Returning,Business,Economy,2234,58,36,1,3,5,2,1,5,2,1
65,Female,First-time,Personal,Economy,1376,127,150,3,5,3,5,1,5,4,1
38,Female,Returning,Business,Economy,1939,85,176,5,3,2,3,1,1,1,0
56,Female,Returning,Business,Economy,1692,103,188,1,3,3,4,2,1,2,0
53,Female,Returning,Business,Economy,330,142,176,1,4,5,4,1,3,3,0
50,Female,First-time,Personal,Business,1003,128,60,3,4,4,5,2,3,1,0
47,Male,Returning,Personal,Economy,1168,37,76,1,4,4,1,4,4,5,1
54,Female,Returning,Business,Economy,532,106,159,2,4,5,4,2,2,5,0
40,Male,Returning,Personal,Business,1250,108,126,2,4,3,5,1,1,3,0
27,Female,Returning,Personal,Economy,358,52,85,3,3,2,2,4,3,4,1
22,Male,Returning,Personal,Economy,3118,51,190,5,5,5,3,5,1,1,0
53,Female,Returning,Business,Economy,3900,0,6,1,4,5,1,2,1,5,1
51,Male,Returning,Personal,Economy,3449,10,149,4,5,4,1,5,2,2,0
69,Female,Returning,Personal,Economy,601,57,84,3,5,2,2,4,1,3,0
48,Male,Returning,Business,Business,3150,127,5,1,2,4,1,2,2,4,0
27,Male,Returning,Personal,Economy,3244,167,188,3,2,3,5,1,2,4,0
36,Male,Returning,Business,Business,2223,43,141,3,1,3,1,2,1,2,0
49,Male,Returning,Personal,Economy,616,5,143,5,2,1,1,1,1,2,0
18,Male,First-time,Personal,Economy,2188,155,2,4,4,5,1,3,3,3,0
22,Male,Returning,Personal,Economy,3015,158,136,1,5,2,5,2,1,2,0
62,Female,Returning,Personal,Business,2181,7,46,3,1,2,3,2,1,5,1
21,Male,Returning,Personal,Business,4198,4,84,3,2,4,4,5,1,4,1
33,Female,Returning,Personal,Economy,4413,105,93,1,3,4,1,5,3,2,0
41,Female,Returning,Business,Business,1478,111,169,3,1,2,2,4,2,1,0
33,Female,Returning,Personal,Economy,4155,16,169,3,4,4,2,1,3,2,0
19,Female,First-time,Personal,Economy,4755,165,22,3,5,1,5,5,1,4,1
66,Female,Returning,Personal,Economy,631,8,2,2,4,5,3,4,5,5,1
45,Male,Returning,Business,Economy,827,77,128,2,4,1,1,1,1,2,0
49,Male,Returning,Business,Economy,2359,13,66,4,3,3,5,1,3,5,1
44,Male,Returning,Business,Economy,1398,153,70,5,3,2,4,1,3,1,1
37,Female,Returning,Personal,Economy,511,112,130,1,5,1,3,3,4,4,0
41,Male,Returning,Personal,Economy,2014,90,176,5,2,1,3,1,5,3,1
29,Male,First-time,Business,Economy,2988,24,66,5,4,4,5,4,3,4,1
67,Male,First-time,Business,Business,2630,163,54,2,2,4,2,1,2,3,0
52,Male,First-time,Business,Economy,3566,97,131,4,5,4,3,1,1,3,0
50,Male,Returning,Personal,Economy,1332,160,30,5,4,3,2,4,2,4,1
50,Female,Returning,Business,Economy,1632,2,65,5,2,1,3,2,3,3,1
68,Male,Returning,Personal,Economy,2140,138,100,3,4,5,3,1,3,5,1
60,Female,Returning,Personal,Business,4986,111,63,1,3,4,3,4,2,1,0
54,Female,Returning,Personal,Economy,2438,145,30,4,3,3,4,5,2,2,1
29,Female,Returning,Business,Business,4851,46,116,1,1,3,2,4,4,3,0
20,Female,Returning,Personal,Economy,4391,171,190,2,5,4,4,3,1,3,0
18,Female,Returning,Business,Economy,743,49,65,5,2,2,2,5,2,4,1
50,Male,Returning,Business,Economy,4474,156,158,5,4,1,4,2,1,5,0
57,Male,Returning,Business,Economy,1798,123,46,1,1,4,4,2,5,2,1
27,Male,First-time,Business,Economy,1226,89,21,2,5,5,4,4,3,3,1
60,Female,Returning,Personal,Economy,922,66,93,3,5,1,5,4,2,5,1
61,Male,First-time,Personal,Economy,1779,1,82,3,5,3,4,1,5,2,1
46,Male,Returning,Personal,Economy,3337,152,45,5,2,5,3,1,3,4,1
30,Female,Returning,Personal,Business,3685,146,88,5,3,1,1,3,4,3,0
29,Female,Returning,Business,Economy,3618,167,185,4,1,5,4,1,3,4,0
48,Female,First-time,Business,Economy,533,1,118,1,2,3,1,4,2,4,0
63,Female,Returning,Business,Economy,1917,64,188,5,4,4,1,4,5,3,1
19,Male,First-time,Business,Economy,2991,90,45,2,2,5,3,1,5,5,1
68,Female,Returning,Personal,Economy,2330,172,0,1,4,4,1,3,5,5,1
67,Female,First-time,Business,Business,686,115,95,4,4,3,1,4,3,4,0
52,Male,Returning,Personal,Business,1934,48,152,3,5,3,1,3,1,4,0
40,Male,Returning,Business,Economy,4433,68,60,4,2,5,2,4,1,1,0
34,Female,Returning,Business,Economy,1484,165,104,1,3,5,4,3,3,2,0
43,Male,First-time,Business,Economy,2267,131,80,3,4,3,4,3,2,4,1
25,Female,First-time,Business,Economy,540,144,13,2,5,5,1,3,3,4,0
46,Female,Returning,Personal,Economy,861,125,44,3,3,5,3,1,1,2,0
43,Male,Returning,Personal,Economy,2299,52,76,3,2,5,2,2,3,3,1
27,Male,Returning,Personal,Economy,2229,111,166,2,3,5,3,3,5,5,1
43,Female,First-time,Personal,Economy,3079,158,65,5,2,1,3,3,2,3,1
51,Female,Returning,Business,Economy,1975,149,31,5,4,3,1,4,2,2,0
68,Female,First-time,Business,Economy,2815,138,95,3,1,3,5,2,4,2,1
58,Male,First-time,Personal,Economy,1977,161,57,3,1,2,1,4,3,1,0
24,Female,Returning,Personal,Economy,4441,112,103,4,4,4,5,4,5,1,1
21,Female,Returning,Business,Business,4046,142,55,5,3,2,2,3,3,5,1
67,Female,First-time,Business,Economy,3656,113,133,2,2,5,5,5,4,4,1
62,Female,First-time,Personal,Business,1951,137,66,3,1,5,1,2,4,2,0
28,Female,First-time,Personal,Economy,4477,47,177,3,2,1,1,4,3,1,0
46,Male,Returning,Personal,Economy,4141,30,117,4,4,1,3,5,3,3,1
53,Female,Returning,Business,Economy,2741,36,37,4,3,1,1,5,3,1,0
42,Female,First-time,Personal,Economy,894,107,130,4,2,1,1,4,1,3,0
38,Female,First-time,Personal,Business,2912,27,111,1,3,1,4,3,4,1,0
53,Female,Returning,Personal,Economy,4396,158,132,2,1,1,4,1,2,3,0
27,Male,Returning,Personal,Economy,1796,69,151,1,2,1,3,4,1,1,0
54,Male,Returning,Personal,Economy,3855,13,53,3,5,1,5,3,5,1,1
26,Male,First-time,Business,Business,3658,121,33,4,1,1,5,2,2,5,1
41,Female,First-time,Personal,Economy,1901,15,38,4,3,3,4,3,2,4,1
52,Female,Returning,Business,Business,1214,24,111,4,4,1,2,5,2,2,0
66,Male,Returning,Personal,Business,2144,166,87,5,5,4,4,2,4,4,1
52,Male,First-time,Personal,Economy,2295,65,47,2,2,1,2,2,5,5,1
65,Male,Returning,Personal,Business,394,37,48,1,1,5,5,1,1,3,1
53,Female,First-time,Business,Business,792,168,33,2,2,5,4,1,5,4,1
35,Female,Returning,Business,Economy,3369,102,99,4,2,1,1,4,1,2,0
66,Male,Returning,Business,Economy,449,97,134,3,5,1,2,3,4,2,0
56,Male,First-time,Personal,Economy,1346,114,17,5,5,5,2,4,5,3,1
49,Male,Returning,Personal,Economy,3103,39,69,2,5,4,2,1,2,2,0
41,Female,Returning,Business,Economy,698,63,113,3,5,2,5,5,5,5,1
40,Female,Returning,Business,Economy,4776,88,33,4,4,3,3,1,4,4,1
49,Female,Returning,Personal,Economy,851,99,50,4,3,5,1,3,4,2,0
54,Male,First-time,Business,Economy,594,143,104,4,5,1,4,5,4,4,1
29,Male,Returning,Personal,Economy,1443,81,92,4,1,3,2,4,1,1,0
66,Female,First-time,Business,Business,755,76,195,5,2,1,5,4,5,4,1
30,Male,Returning,Business,Economy,1853,58,141,5,5,2,2,1,2,3,0
40,Female,Returning,Business,Economy,468,90,68,2,1,2,4,1,2,5,1
42,Male,Returning,Personal,Economy,2246,97,88,4,4,5,1,4,3,2,0
52,Male,First-time,Personal,Economy,553,138,102,5,1,3,2,4,4,5,1
58,Male,Returning,Business,Business,2676,0,135,3,1,3,5,2,2,4,1
47,Male,Returning,Personal,Economy,1620,12,142,5,4,2,5,3,4,2,1
34,Female,Returning,Personal,Economy,3183,29,82,5,4,1,3,2,2,5,1
66,Male,First-time,Personal,Business,3907,17,186,2,2,5,5,2,5,3,1
37,Female,First-time,Personal,Business,2425,77,10,5,5,4,3,4,3,1,1
65,Female,Returning,Business,Economy,3796,140,147,3,1,2,1,3,4,1,0
42,Female,Returning,Personal,Business,2540,31,182,4,3,2,4,4,1,3,0
39,Male,First-time,Personal,Economy,700,70,35,1,3,5,3,2,1,1,0
30,Female,Returning,Business,Economy,2456,49,81,2,2,1,2,2,2,3,0
36,Female,Returning,Personal,Economy,2676,115,141,3,3,3,2,4,5,4,1
66,Female,Returning,Personal,Economy,662,112,185,2,2,2,4,1,4,3,0
53,Male,First-time,Personal,Business,4238,79,37,4,5,5,5,1,3,1,1
29,Male,First-time,Business,Economy,4151,30,88,5,2,5,2,4,5,4,1
58,Female,Returning,Business,Economy,3712,50,0,5,4,5,3,5,2,3,1
36,Male,First-time,Personal,Business,2606,154,103,3,4,3,4,5,5,3,1
29,Female,Returning,Personal,Economy,384,59,64,4,4,2,2,1,3,4,1
26,Female,Returning,Business,Business,2124,32,0,1,4,5,5,3,5,2,1
24,Male,Returning,Business,Business,4185,126,124,1,4,3,5,2,4,1,0
45,Female,Returning,Business,Economy,607,160,59,5,4,1,2,3,2,2,0
31,Male,Returning,Personal,Economy,4657,125,24,4,4,4,4,1,3,4,1
48,Male,First-time,Personal,Economy,2221,40,90,4,4,2,1,4,2,4,1
69,Female,Returning,Business,Economy,930,18,137,3,4,3,2,5,4,5,1
36,Male,Returning,Personal,Economy,2671,40,49,1,5,4,5,1,3,5,1
64,Male,Returning,Personal,Economy,3600,84,139,3,4,4,1,3,3,4,0
33,Female,First-time,Personal,Business,3967,88,91,2,2,3,4,3,2,5,1
22,Female,First-time,Personal,Economy,1026,41,31,4,5,3,5,1,5,3,1
52,Male,First-time,Personal,Economy,1948,119,32,1,3,3,4,2,5,2,1
29,Male,Returning,Personal,Economy,4612,22,199,3,1,5,2,3,1,4,0
42,Female,Returning,Personal,Economy,1569,32,25,5,5,1,4,2,1,3,1
69,Male,Returning,Business,Business,4843,19,41,2,4,5,5,2,3,1,1
38,Male,First-time,Business,Economy,618,152,177,3,5,4,2,4,2,1,0
53,Male,First-time,Business,Economy,3775,89,60,5,1,4,5,1,3,5,1
40,Male,Returning,Business,Economy,3078,103,40,1,1,4,5,1,2,5,1
33,Male,Returning,Business,Economy,3358,179,184,1,4,3,1,2,4,3,0
56,Male,First-time,Business,Economy,4434,11,129,2,4,2,3,4,1,1,0
62,Male,Returning,Business,Economy,1902,159,98,5,2,5,4,3,3,4,1
59,Female,First-time,Business,Economy,2556,160,97,4,1,2,4,3,4,2,1
56,Female,Returning,Business,Business,1129,142,197,1,4,1,1,1,5,5,0
31,Female,Returning,Personal,Business,1155,50,30,4,1,1,4,2,1,3,1
48,Female,First-time,Personal,Economy,2948,5,150,4,2,5,1,4,2,5,1
22,Female,First-time,Business,Business,2158,90,181,3,3,4,4,4,5,3,1
52,Male,Returning,Personal,Economy,1402,68,114,3,1,1,4,3,5,1,1
40,Male,First-time,Personal,Economy,2781,162,155,1,2,2,5,3,4,5,0
46,Male,Returning,Business,Economy,2120,122,146,4,2,2,1,5,3,3,0
60,Male,Returning,Business,Economy,2379,161,47,3,2,3,4,5,3,3,1
28,Female,Returning,Business,Economy,3458,145,1,5,5,4,3,2,4,5,1
35,Male,Returning,Personal,Economy,2740,114,138,5,4,3,1,5,5,2,0
64,Male,Returning,Personal,Economy,3984,153,171,5,1,5,1,4,1,4,0
29,Female,First-time,Business,Business,1555,110,100,5,5,1,1,5,5,1,0
26,Male,Returning,Personal,Economy,3257,60,186,4,1,3,5,1,4,5,1
27,Male,Returning,Personal,Economy,3951,106,127,5,5,3,1,1,5,5,1
61,Female,Returning,Personal,Business,2539,77,58,4,4,5,5,3,5,2,1
34,Male,First-time,Business,Economy,2239,94,119,1,2,2,3,3,5,1,0
55,Male,First-time,Personal,Economy,569,73,37,1,1,2,2,2,5,5,1
24,Male,Returning,Personal,Business,4364,47,152,5,2,5,5,1,1,2,1
63,Male,First-time,Personal,Economy,4075,95,106,5,4,2,4,2,2,4,1
30,Male,Returning,Personal,Economy,1412,30,20,5,1,5,1,2,2,3,1
57,Female,Returning,Personal,Economy,948,33,41,1,3,2,2,5,3,4,1
59,Female,Returning,Personal,Business,1479,86,163,3,3,5,5,3,2,4,1
26,Female,Returning,Personal,Economy,2442,134,136,1,3,2,4,2,2,4,0
67,Female,Returning,Business,Business,316,82,139,5,4,3,2,2,2,4,1
44,Female,Returning,Business,Economy,416,134,9,3,3,3,3,3,5,3,1
19,Female,First-time,Personal,Economy,1845,46,186,3,1,2,5,3,5,1,1
22,Male,Returning,Business,Business,3451,135,132,2,3,5,5,1,1,1,0
46,Female,Returning,Personal,Economy,2993,128,32,4,1,3,3,3,5,2,1
54,Female,Returning,Personal,Economy,4389,124,68,5,4,1,5,5,5,2,1
55,Male,Returning,Personal,Economy,1576,76,79,4,2,2,1,1,2,5,1
36,Male,Returning,Business,Business,3540,2,190,2,5,1,5,2,1,4,0
25,Female,Returning,Personal,Economy,4088,91,100,4,3,1,1,5,1,4,0
65,Male,Returning,Personal,Economy,671,165,28,5,5,4,5,5,2,3,1
62,Female,First-time,Business,Economy,3107,178,145,2,2,1,4,1,2,4,0
